"id";"quest";"unit";"filia";"cases";"date"
17;"Выполнение капитального ремонта 2020г.";"0";"Шевченковский";0;"2021-12-23"
17;"Выполнение капитального ремонта 2020г.";"0";"total";0;"2021-12-23"
18;"Всего работ";"п.";"Александровский";4;"2021-12-23"
18;"Всего работ";"п.";"Заводский";7;"2021-12-23"
18;"Всего работ";"п.";"Коммунарский";6;"2021-12-23"
18;"Всего работ";"п.";"Днепровский";7;"2021-12-23"
18;"Всего работ";"п.";"Вознесеновский";10;"2021-12-23"
18;"Всего работ";"п.";"Хортицкий";11;"2021-12-23"
18;"Всего работ";"п.";"Шевченковский";18;"2021-12-23"
18;"Всего работ";"п.";"total";63;"2021-12-23"
19;"Выполнено";"п.";"Александровский";1;"2021-12-23"
19;"Выполнено";"п.";"Заводский";6;"2021-12-23"
19;"Выполнено";"п.";"Коммунарский";4;"2021-12-23"
19;"Выполнено";"п.";"Днепровский";3;"2021-12-23"
19;"Выполнено";"п.";"Вознесеновский";3;"2021-12-23"
19;"Выполнено";"п.";"Хортицкий";10;"2021-12-23"
19;"Выполнено";"п.";"Шевченковский";4;"2021-12-23"
19;"Выполнено";"п.";"total";31;"2021-12-23"
20;"В работе";"п.";"Александровский";0;"2021-12-23"
20;"В работе";"п.";"Заводский";1;"2021-12-23"
20;"В работе";"п.";"Коммунарский";0;"2021-12-23"
20;"В работе";"п.";"Днепровский";2;"2021-12-23"
20;"В работе";"п.";"Вознесеновский";2;"2021-12-23"
20;"В работе";"п.";"Хортицкий";0;"2021-12-23"
20;"В работе";"п.";"Шевченковский";3;"2021-12-23"
20;"В работе";"п.";"total";8;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Александровский";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Заводский";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Коммунарский";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Днепровский";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Вознесеновский";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Хортицкий";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Шевченковский";0;"2021-12-23"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"total";0;"2021-12-23"
22;"Всего работ";"шт.";"Александровский";3;"2021-12-23"
22;"Всего работ";"шт.";"Заводский";1;"2021-12-23"
22;"Всего работ";"шт.";"Коммунарский";2;"2021-12-23"
22;"Всего работ";"шт.";"Днепровский";2;"2021-12-23"
22;"Всего работ";"шт.";"Вознесеновский";17;"2021-12-23"
22;"Всего работ";"шт.";"Хортицкий";1;"2021-12-23"
22;"Всего работ";"шт.";"Шевченковский";3;"2021-12-23"
22;"Всего работ";"шт.";"total";29;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Александровский";2;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Заводский";1;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Коммунарский";2;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Днепровский";2;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Вознесеновский";5;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Хортицкий";1;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"Шевченковский";1;"2021-12-23"
23;"Введено в эксплуатацию";"шт.";"total";14;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Александровский";1;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Заводский";0;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Коммунарский";0;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Днепровский";0;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Вознесеновский";7;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Хортицкий";0;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"Шевченковский";2;"2021-12-23"
24;"Выполнены стоительно-монтажные работы";"шт.";"total";10;"2021-12-23"
25;"В работе";"шт.";"Александровский";0;"2021-12-23"
25;"В работе";"шт.";"Заводский";0;"2021-12-23"
25;"В работе";"шт.";"Коммунарский";0;"2021-12-23"
25;"В работе";"шт.";"Днепровский";0;"2021-12-23"
25;"В работе";"шт.";"Вознесеновский";0;"2021-12-23"
25;"В работе";"шт.";"Хортицкий";0;"2021-12-23"
25;"В работе";"шт.";"Шевченковский";0;"2021-12-23"
25;"В работе";"шт.";"total";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Александровский";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Заводский";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Коммунарский";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Днепровский";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Вознесеновский";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Хортицкий";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"Шевченковский";0;"2021-12-23"
26;"Контроль наличия крышек люков на тепловых камерах";"0";"total";0;"2021-12-23"
27;"Всего люков";"шт.";"Александровский";3121;"2021-12-23"
27;"Всего люков";"шт.";"Заводский";695;"2021-12-23"
27;"Всего люков";"шт.";"Коммунарский";879;"2021-12-23"
27;"Всего люков";"шт.";"Днепровский";1620;"2021-12-23"
27;"Всего люков";"шт.";"Вознесеновский";3525;"2021-12-23"
27;"Всего люков";"шт.";"Хортицкий";1805;"2021-12-23"
27;"Всего люков";"шт.";"Шевченковский";836;"2021-12-23"
27;"Всего люков";"шт.";"total";12481;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Александровский";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Заводский";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Коммунарский";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Днепровский";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Вознесеновский";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Хортицкий";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"Шевченковский";0;"2021-12-23"
28;"Необходимо накрыть";"шт.";"total";0;"2021-12-23"
29;"Приборы учета";"шт.";"Александровский";19;"2021-12-23"
29;"Приборы учета";"шт.";"Заводский";40;"2021-12-23"
29;"Приборы учета";"шт.";"Коммунарский";18;"2021-12-23"
29;"Приборы учета";"шт.";"Днепровский";41;"2021-12-23"
29;"Приборы учета";"шт.";"Вознесеновский";66;"2021-12-23"
29;"Приборы учета";"шт.";"Хортицкий";9;"2021-12-23"
29;"Приборы учета";"шт.";"Шевченковский";3;"2021-12-23"
29;"Приборы учета";"шт.";"total";196;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Александровский";2;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Заводский";11;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Коммунарский";4;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Днепровский";12;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Вознесеновский";17;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Хортицкий";6;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"Шевченковский";3;"2021-12-23"
30;"в том числе приобретено по бюджетному запросу 2019";"шт.";"total";55;"2021-12-23"
31;"Установлено приборов";"шт.";"Александровский";11;"2021-12-23"
31;"Установлено приборов";"шт.";"Заводский";17;"2021-12-23"
31;"Установлено приборов";"шт.";"Коммунарский";5;"2021-12-23"
31;"Установлено приборов";"шт.";"Днепровский";4;"2021-12-23"
31;"Установлено приборов";"шт.";"Вознесеновский";29;"2021-12-23"
31;"Установлено приборов";"шт.";"Хортицкий";9;"2021-12-23"
31;"Установлено приборов";"шт.";"Шевченковский";2;"2021-12-23"
31;"Установлено приборов";"шт.";"total";70;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Александровский";19;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Заводский";40;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Коммунарский";18;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Днепровский";41;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Вознесеновский";66;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Хортицкий";9;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"Шевченковский";3;"2021-12-23"
32;"проведено обследование мест установки, в том числе:";"шт.";"total";196;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Александровский";11;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Заводский";17;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Коммунарский";5;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Днепровский";4;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Вознесеновский";29;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Хортицкий";9;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"Шевченковский";3;"2021-12-23"
33;"выполнены антивандальные мероприятия";"шт.";"total";72;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Александровский";8;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Заводский";15;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Коммунарский";1;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Днепровский";8;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Вознесеновский";21;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Хортицкий";0;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"Шевченковский";0;"2021-12-23"
34;"не выполнены антивандальные мероприятия";"шт.";"total";31;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Александровский";0;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Заводский";8;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Коммунарский";4;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Днепровский";28;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Вознесеновский";16;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Хортицкий";0;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"Шевченковский";0;"2021-12-23"
35;"не требует антивандальных мероприятий (установка в колодце, шкафу)";"шт.";"total";28;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Александровский";0;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Заводский";0;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Коммунарский";8;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Днепровский";1;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Вознесеновский";0;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Хортицкий";0;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"Шевченковский";0;"2021-12-23"
36;"нет технической возможности/отказ";"шт.";"total";65;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Александровский";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Заводский";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Коммунарский";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Днепровский";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Вознесеновский";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Хортицкий";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"Шевченковский";0;"2021-12-23"
37;"Всего площадь для посыпки и очистки от снега";"шт./шт.";"total";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Александровский";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Заводский";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Коммунарский";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Днепровский";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Вознесеновский";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Хортицкий";0;"2021-12-23"
38;"расчищено";"шт./шт.";"Шевченковский";0;"2021-12-23"
38;"расчищено";"шт./шт.";"total";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Александровский";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Заводский";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Коммунарский";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Днепровский";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Вознесеновский";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Хортицкий";0;"2021-12-23"
39;"посыпано";"шт./шт.";"Шевченковский";0;"2021-12-23"
39;"посыпано";"шт./шт.";"total";0;"2021-12-23"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Александровский";123;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Заводский";50;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Коммунарский";111;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Днепровский";191;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Вознесеновский";109;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Хортицкий";53;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"Шевченковский";118;"2021-12-24"
1;"По  персоналу: штатное /факт на 1 число месяца";"чел.";"total";2362;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Александровский";2;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Заводский";0;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Коммунарский";4;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Днепровский";1;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Вознесеновский";0;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Хортицкий";3;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"Шевченковский";0;"2021-12-24"
2;"к-во работников, находящихся в  отпусках";"чел.";"total";10;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Александровский";1;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Заводский";0;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Коммунарский";1;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Днепровский";3;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Вознесеновский";4;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Хортицкий";2;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"Шевченковский";2;"2021-12-24"
3;"к-во работников, находящихся на больничных листах";"чел.";"total";13;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Александровский";0.813008130081301;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Заводский";0;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Коммунарский";0.900900900900901;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Днепровский";1.57068062827225;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Вознесеновский";3.6697247706422;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Хортицкий";3.77358490566038;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"Шевченковский";1.69491525423729;"2021-12-24"
4;"% работников, находящихся на больничных листах";"чел.";"total";0.550381033022862;"2021-12-24"
5;"Заявка на транспорт";"0";"Александровский";0;"2021-12-24"
5;"Заявка на транспорт";"0";"Заводский";0;"2021-12-24"
5;"Заявка на транспорт";"0";"Коммунарский";0;"2021-12-24"
5;"Заявка на транспорт";"0";"Днепровский";0;"2021-12-24"
5;"Заявка на транспорт";"0";"Вознесеновский";0;"2021-12-24"
5;"Заявка на транспорт";"0";"Хортицкий";0;"2021-12-24"
5;"Заявка на транспорт";"0";"Шевченковский";0;"2021-12-24"
5;"Заявка на транспорт";"0";"total";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Александровский";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Заводский";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Коммунарский";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Днепровский";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Вознесеновский";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Хортицкий";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"Шевченковский";0;"2021-12-24"
6;"Заявлено/Выполнено";"0";"total";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Александровский";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Заводский";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Коммунарский";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Днепровский";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Вознесеновский";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Хортицкий";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"Шевченковский";0;"2021-12-24"
7;"Сбор денежных средств:";"0";"total";0;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Александровский";217306.63;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Заводский";126939;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Коммунарский";153794.41;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Днепровский";225322.18;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Вознесеновский";394765.04;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Хортицкий";235188.99;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"Шевченковский";59629.61;"2021-12-24"
8;"Задолженность на 01 мая 2021г. ( с 01 по 07 число месяца прогноз)";"тыс.грн.";"total";1528483.19;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Александровский";33806.3;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Заводский";18762.52;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Коммунарский";24200.32;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Днепровский";34965.18;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Вознесеновский";62294.25;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Хортицкий";34238.57;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"Шевченковский";42380.09;"2021-12-24"
9;"План поступлений на май  2021";"тыс.грн.";"total";234536.01;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Александровский";33806.3;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Заводский";18762.52;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Коммунарский";24200.32;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Днепровский";34965.18;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Вознесеновский";62294.25;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Хортицкий";34238.57;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"Шевченковский";40500;"2021-12-24"
10;"План поступлений с 01.05.21 по 31.05.21";"тыс.грн.";"total";234536.01;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Александровский";35964.56;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Заводский";10867.22;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Коммунарский";26652.21;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Днепровский";33845.56;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Вознесеновский";51976.45;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Хортицкий";26240.42;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"Шевченковский";41195.1;"2021-12-24"
11;"Факт поступлений  с  01.05.21 по 31.05.21";"тыс.грн.";"total";212730.21;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Александровский";519.97;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Заводский";203.46;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Коммунарский";90.21;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Днепровский";347.41;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Вознесеновский";97.81;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Хортицкий";609.87;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"Шевченковский";6.17;"2021-12-24"
12;"в том числе по решению суда";"тыс.грн.";"total";2783.65;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Александровский";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Заводский";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Коммунарский";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Днепровский";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Вознесеновский";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Хортицкий";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"Шевченковский";0;"2021-12-24"
13;"внеплановое поступление";"тыс.грн.";"total";0;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Александровский";106.384194661942;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Заводский";57.9198316644033;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Коммунарский";110.131642887367;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Днепровский";96.7979000823104;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Вознесеновский";83.4369945861777;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Хортицкий";76.6399414461527;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"Шевченковский";101.72;"2021-12-24"
14;"% выполнения плана поступлений в мае 2021г.,   01.05.21 по 31.05.21";"%";"total";90.7025791050167;"2021-12-24"
15;"% по населению";"%";"Александровский";93.49;"2021-12-24"
15;"% по населению";"%";"Заводский";45.23;"2021-12-24"
15;"% по населению";"%";"Коммунарский";76.88;"2021-12-24"
15;"% по населению";"%";"Днепровский";77.64;"2021-12-24"
15;"% по населению";"%";"Вознесеновский";71.8;"2021-12-24"
15;"% по населению";"%";"Хортицкий";76.98;"2021-12-24"
15;"% по населению";"%";"Шевченковский";99.46;"2021-12-24"
15;"% по населению";"%";"total";76.74;"2021-12-24"
16;"% оплат от плана";"%";"Александровский";106.384194661942;"2021-12-24"
16;"% оплат от плана";"%";"Заводский";57.9198316644033;"2021-12-24"
16;"% оплат от плана";"%";"Коммунарский";110.131642887367;"2021-12-24"
16;"% оплат от плана";"%";"Днепровский";96.7979000823104;"2021-12-24"
16;"% оплат от плана";"%";"Вознесеновский";83.4369945861777;"2021-12-24"
16;"% оплат от плана";"%";"Хортицкий";76.6399414461527;"2021-12-24"
16;"% оплат от плана";"%";"Шевченковский";103.482905812089;"2021-12-24"
16;"% оплат от плана";"%";"total";90.7025791050167;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Александровский";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Заводский";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Коммунарский";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Днепровский";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Вознесеновский";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Хортицкий";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"Шевченковский";0;"2021-12-24"
17;"Выполнение капитального ремонта 2020г.";"0";"total";0;"2021-12-24"
18;"Всего работ";"п.";"Александровский";4;"2021-12-24"
18;"Всего работ";"п.";"Заводский";7;"2021-12-24"
18;"Всего работ";"п.";"Коммунарский";6;"2021-12-24"
18;"Всего работ";"п.";"Днепровский";7;"2021-12-24"
18;"Всего работ";"п.";"Вознесеновский";10;"2021-12-24"
18;"Всего работ";"п.";"Хортицкий";11;"2021-12-24"
18;"Всего работ";"п.";"Шевченковский";18;"2021-12-24"
18;"Всего работ";"п.";"total";63;"2021-12-24"
19;"Выполнено";"п.";"Александровский";1;"2021-12-24"
19;"Выполнено";"п.";"Заводский";6;"2021-12-24"
19;"Выполнено";"п.";"Коммунарский";4;"2021-12-24"
19;"Выполнено";"п.";"Днепровский";3;"2021-12-24"
19;"Выполнено";"п.";"Вознесеновский";3;"2021-12-24"
19;"Выполнено";"п.";"Хортицкий";10;"2021-12-24"
19;"Выполнено";"п.";"Шевченковский";4;"2021-12-24"
19;"Выполнено";"п.";"total";31;"2021-12-24"
20;"В работе";"п.";"Александровский";0;"2021-12-24"
20;"В работе";"п.";"Заводский";1;"2021-12-24"
20;"В работе";"п.";"Коммунарский";0;"2021-12-24"
20;"В работе";"п.";"Днепровский";2;"2021-12-24"
20;"В работе";"п.";"Вознесеновский";2;"2021-12-24"
20;"В работе";"п.";"Хортицкий";0;"2021-12-24"
20;"В работе";"п.";"Шевченковский";3;"2021-12-24"
20;"В работе";"п.";"total";8;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Александровский";0;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Заводский";0;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Коммунарский";0;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Днепровский";0;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Вознесеновский";0;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Хортицкий";0;"2021-12-24"
21;"Выполнение инвест  програм 2017-2018 г.г.";"0";"Шевченковский";0;"2021-12-24"
